unit_ranch_number,gmu,ranch_name,ranch_class,ranch_status,elk_occupied_acreage,gis_acre,county
15-42303,15,Diamond Ring Ranch,Base,UW,640,652.37034485,Catron
15-20964,15,Slash Lightning Ranch,Base,UW,880,888.29276294,Catron
15-20926,15,HULSEY,SCR,UW,565,564.4222899,Catron
15-20939,15,Swapp,Base,UW,4264,4236.350543889999,Catron
15-20947,15,SOMETIME CREEK RANCH,Base,UW,1391,1388.00633583,Catron
15-21006,15,Whiting Family Trust,Base,UW,1821,1826.97941759,Catron
15-24495,15,Charles R. Young,SCR,UW,120,120.05526168,Catron
15-26598,15,KCK INVESTMENTS @ CENTERFIRE BOG,Base,UW,1073,973.16657476,Catron
15-27401,15,Anderson,SCR,UW,40,40.09578888,Catron
15-44831,15,Brack Revocable Trust,SCR,UW,80,81.00519283999999,Catron
15-41375,15,Willow Brook LLC,SCR,UW,70,67.03894792999999,Catron
15-41476,15,Reynolds,SCR,UW,13,27.86319456,Catron
15-41626,15,Grandpa Reynolds Ranch,SCR,UW,160,164.44641744,Catron
15-42228,15,Farm 2003 LLC,Base,UW,1762,1705.85464267,Catron
15-44233,15,Kaber,SCR,UW,7,7.5141674,Catron
15-43731,15,Mangitas Spring,SCR,UW,55,55.36582541,Catron
15-43085,15,J&C Ranch,SCR,UW,143,139.26223307,Catron
15-20940,15,Beem Ranch,SCR,UW,160,185.18692035,Catron
12-43516,12,Cowell Ranch,SCR,UW,280,283.95946178,Catron
12-29379,12,Sweigart,SCR,UW,320,320.53739416,Catron
12-41033,12,Nieto Ranch West,SCR,UW,80,81.75527371,Cibola
12-41381,12,DeWitt Ranch,SCR,UW,141,143.51292649,Cibola
12-42793,12,TLC RANCH,SCR,UW,149,148.33511562,Catron
13-28986,13,Red Buck Ridge,SCR,UW,156,138.49190492,Catron
13-29300,13,Kent & Brenda Schauer,SCR,UW,80,79.98881627,Catron
36-29293,36,Van Tol Property,SCR,UW,37,40.254618480000005,Lincoln
48-29740,48,Combs,SCR,UW,41,56.681021969999996,Mora
36-43420,36,Darlene and Jim Bobb,SCR,UW,40,43.0586056,Lincoln
36-43713,36,The Bonito,SCR,UW,9,9.21635374,Lincoln
12-43744,12,Clover Farms,SCR,UW,17,16.08544378,Cibola
53-21810,53,Max P. Romero,SCR,UW,80,78.85917296,Taos
53-41797,53,Costilla Farm,SCR,UW,60,60.688345559999995,Taos
48-41305,48,Hinders,SCR,UW,55,55.87511897,Mora
12-43138,12,Redemption #5,SCR,UW,160,158.2497635,Catron
12-43076,12,Redemption Ranch 3,SCR,UW,160,160.51642457,Catron
12-43074,12,Redemption Ranch 6 ,SCR,UW,141,137.23225501000002,Catron
12-43073,12,Redemption Ranch 7,SCR,UW,160,157.76893477000002,Catron
12-43072,12,Redemption Ranch 8,SCR,UW,160,156.23693274,Catron
12-43101,12,Redemption Ranch 9,SCR,UW,160,159.71580642,Cibola
12-43517,12,Landis,SCR,UW,122,112.93189523999999,Catron
13-44402,13,Back 40,SCR,UW,120,117.81672121,Catron
13-44418,13,North Lake,SCR,UW,67,65.78159694,Cibola
12-44420,12,M203,SCR,UW,203,196.54896034,Cibola
12-44432,12,Ash,SCR,UW,194,189.59308159,Catron
17-44436,17,Diamond A Western Division LLC,SCR,UW,40,39.86264473,Socorro
6C-44450,6C,Ranchito Escondido,SCR,UW,35,27.09447641,Rio Arriba
15-44457,15,B & B,SCR,UW,160,160.73810645,Catron
6C-44471,6C,Tish B,SCR,UW,16,14.97393628,Rio Arriba
12-44826,12,NOWAK,SCR,UW,159,161.00750800999998,Cibola
34-44485,34,LBR,SCR,UW,45,45.06598144,Otero
34-44224,34,Randall McGure Ranch,SCR,UW,11,11.320537889999999,Otero
16A-44496,16A,Herrin Mesa 16A,SCR,UW,25,24.74878823,Catron
34-42215,34,Lazy KX Weed,SCR,UW,21,21.26471846,Otero
34-41022,34,Wrangham,SCR,UW,12,11.11017017,Otero
51-44548,51,Schlabach Ranch LLC,Base,UW,640,640.00427251,Rio Arriba
12-43023,12,Redemption Ranch 10,SCR,UW,480,478.17089355999997,Cibola
16D-44560,16D,Babbling Brook Hunting Lodge,SCR,UW,19,19.24813184,Catron
15-44577,15,Thirsty Elk Ranch,SCR,UW,20,20.37332065,Catron
23-28905,23,Faust Ranch,SCR,UW,153,152.50990019999998,Catron
6A-44602,6A,Rancho De Los Chavez,SCR,UW,40,38.777573110000006,Sandoval
13-44614,13,Dinger Ranch,SCR,UW,80,79.43793125,Catron
51-44161,51,Los Lopez,SCR,UW,33,34.46083501,Rio Arriba
13-44622,13,Cash #2,SCR,UW,40,38.97130432,Catron
13-44623,13,Cash #4,SCR,UW,40,39.48292926,Catron
13-44069,13,White House Yates C,SCR,UW,38,38.22035355,Catron
6A-44626,6A,EDSM Ranch,SCR,UW,6,6.86158904,Sandoval
17-44628,17,Rcienda,SCR,UW,20,21.83622146,Socorro
51-22437,51,Charles Hibner,Base,UW,951,939.02086899,Rio Arriba
51-44634,51,Pena 13ac,SCR,UW,13,116.13140601,Rio Arriba
51-29202,51,Pena,SCR,UW,16,16.87762532,Rio Arriba
51-20472,51,Harold Ulibarri,SCR,UW,68,70.92477052,Rio Arriba
6C-29238,6C,Lome Coyote,SCR,UW,19,15.867168410000001,Rio Arriba
51-22431,51,La Joya,Base,UW,1270,1275.3817763999998,Rio Arriba
6A-27967,6A,JOHNNY LOVATO,SCR,UW,60,62.74275202,Rio Arriba
34-29170,34,Tall Cactus LLC,Base,UW,2427,2373.49174444,Otero
53-42365,53,Walker West Fork,SCR,UW,67,66.69445591,Taos
53-26788,53,THE GOLD MINT,SCR,UW,16,23.21580814,Taos
50-28424,50,Rafael F. Vigil,SCR,UW,290,291.07664404999997,Taos
48-43397,48,Valley of the Ute,SCR,UW,49,49.22443779,Colfax
48-28425,48,Rafael F. Vigil,SCR,UW,111,108.99905556,Colfax
48-42711,48,Corazon Ranch Llc,SCR,UW,112,104.16037268000001,Colfax
48-43162,48,Norris Ranch,Base,UW,630,627.61352157,Mora
49-22553,49,ORLANDO ARELLANO,SCR,UW,165,151.48728386,Mora
45-44207,45,Irene Cordova Ranch,SCR,UW,4,5.17394684,Taos
48-21530,48,Juan Torres,Base,UW,229,189.06986458999998,Colfax
48-22547,48,G Spear,Base,UW,767,709.9101685700001,Mora
48-29474,48,Cruz,SCR,UW,54,58.49900739,Mora
48-40926,48,Pickett,SCR,UW,84,79.45762552,Mora
51-29666,51,Tablon,SCR,UW,10,8.8551818,Rio Arriba
51-44162,51,Diolynda Pena Ranch,SCR,UW,21,21.13203859,Rio Arriba
51-43707,51,PIAS,SCR,UW,42,42.55676073,Rio Arriba
50-43410,50,RANCHO DIAMANTE,SCR,UW,441,438.57775207,Taos
50-21580,50,Fermin Torres,Base,UW,640,638.03933377,Taos
50-21585,50,Schofield,Base,UW,4229,4315.98922985,Taos
51-42367,51,Jaramillo,SCR,UW,115,116.24649966,Rio Arriba
51-43835,51,Dream Ranch,SCR,UW,14,14.40452892,Rio Arriba
51-44428,51,Aventura,SCR,UW,15,14.95516469,Rio Arriba
51-29534,51,Jacal de Palo,SCR,UW,40,40.353825379999996,Rio Arriba
52-43774,52,Purple Heart,SCR,UW,160,159.10759668999998,Rio Arriba
51-44061,51,Rancho Unidad,SCR,UW,5,3.9399708500000004,Rio Arriba
51-44094,51,Rancho Rael,SCR,UW,43,42.07865292,Rio Arriba
51-29726,51,Chacon and Son,SCR,UW,96,66.91410209,Rio Arriba
45-21376,45,5 R,SCR,UW,119,119.86988275,Taos
45-28656,45,Casados,SCR,UW,27,29.00449905,Taos
45-29914,45,Mountain View Ranch,SCR,UW,26,27.909331560000002,San Miguel
45-42801,45,Ojito de Caballo LLC,SCR,UW,49,45.41551226,Taos
45-28021,45,Cindy Roybal,SCR,UW,36,38.04767359,San Miguel
45-43066,45,Valle De Roybal II,SCR,UW,31,31.10382152,San Miguel
52-29122,52,Red Cedar Lake,SCR,UW,36,36.03646677,Rio Arriba
5B-20431,5B,Puerto Tract II&III,Base,UW,480,491.38467599,Rio Arriba
51-21632,51,HERMAN TRUJILLO,SCR,UW,100,65.01221597000001,Rio Arriba
51-29071,51,Turnbow,SCR,UW,20,21.66081133,Rio Arriba
51-43700,51,Ortega,SCR,UW,15,14.40313699,Rio Arriba
51-43802,51,Upper Montane Ranch,SCR,UW,60,59.932360859999996,Rio Arriba
51-44174,51,Martinez,SCR,UW,27,27.84521624,Rio Arriba
51-44515,51,BLT 2,SCR,UW,52,40.085305219999995,Rio Arriba
51-41785,51,Norman D Vigil Ranch,SCR,UW,105,103.86860216,Rio Arriba
51-41788,51,Rancho Potreros Verdes,SCR,UW,149,150.45253154,Rio Arriba
6C-27130,6C,Felix Valdez Ranch,SCR,UW,126,122.99092721,Rio Arriba
51-43433,51,Old Pit,SCR,UW,43,42.64719709,Rio Arriba
5B-41850,5B,Louisa Branch Ranch,SCR,UW,181,186.9009139,Rio Arriba
51-44205,51,Rancho De Los Cordovas,SCR,UW,20,20.19234904,Rio Arriba
6C-22455,6C,ELSIE HAYS,SCR,UW,237,220.62533247000002,Rio Arriba
6C-28916,6C,Valdez,SCR,UW,9,8.52496142,Rio Arriba
6C-28936,6C,Encino Ranch (Sandoval),SCR,UW,4,4.01729449,Rio Arriba
6C-29711,6C,LOVATO BROTHERS (COMBINED),Base,UW,608,550.9420531,Rio Arriba
6C-20530,6C,RECHUELOS,Base,UW,724,665.31675731,Rio Arriba
6A-20589,6A,AGUA SARCA RANCH,SCR,UW,65,84.13655647,Rio Arriba
6A-20617,6A,CORRALES / CARUANA RANCH,SCR,UW,20,19.65041507,Rio Arriba
6A-20675,6A,MARTINEZ RANCH,SCR,UW,48,44.747494169999996,Rio Arriba
6A-27412,6A,JOSE CHACON,SCR,UW,100,98.15455118999999,Rio Arriba
6C-22920,6C,Reducinda Maestas,SCR,UW,152,180.46610814000002,Rio Arriba
5B-20498,5B,Bar Triangle Seven,SCR,UW,140,134.97406586999998,Rio Arriba
5B-43059,5B,El rancho del Ojo,SCR,UW,205,179.36419496000002,Rio Arriba
6C-42519,6C,RS Salazar,SCR,UW,100,99.70745822,Rio Arriba
6C-20696,6C,GERARD GONZALES,SCR,UW,52,43.43221526,Rio Arriba
6C-22478,6C,David Martinez,SCR,UW,15,17.8031902,Rio Arriba
6C-28028,6C,Linda Sanchez,SCR,UW,38,41.503978260000004,Rio Arriba
6C-28676,6C,D and S Triple C,SCR,UW,21,21.38717099,Rio Arriba
6C-29234,6C,Lightning Ridge,SCR,UW,32,32.4693103,Sandoval
6C-41632,6C,Rancho Bonito,SCR,UW,17,17.82085807,Rio Arriba
6C-29849,6C,Martinez Akell Ranch,SCR,UW,29,31.85981706,Rio Arriba
36-42208,36,Eagle Creek Mustang Ranch,SCR,UW,14,14.43967445,Lincoln
36-21327,36,Cook Canyon,SCR,UW,160,155.99188484,Lincoln
36-42763,36,HAT T RANCH,SCR,UW,67,68.51300805000001,Lincoln
36-27991,36,Nogal,SCR,UW,43,35.346242540000006,Lincoln
36-42477,36,MCEnergy LLC,Base,UW,535,499.49787181,Lincoln
34-40499,34,Caitlin Benally,SCR,UW,39,38.552395360000006,Otero
36-41828,36,Tays Ranch,SCR,UW,79,80.07689217000001,Lincoln
36-44466,36,Puerta de la Luna,SCR,UW,16,12.73628781,Lincoln
36-44566,36,TURKEY CREEK,SCR,UW,10,9.5282865,Lincoln
34-44179,34,Marsch,SCR,UW,13,13.38897388,Otero
36-21317,36,LOMA GRANDE,Base,UW,320,323.29624203,Lincoln
13-29303,13,T-3 Ranch Inc.,SCR,UW,320,314.68074954,Socorro
17-40815,17,Old Mill Canyon,SCR,UW,80,81.72371240999999,Socorro
34-42176,34,Batte Fruit Farm,Base,UW,224,224.85644565,Otero
17-29818,17,WALLACE RANCH,SCR,UW,123,123.52292138000001,Socorro
17-27049,17,CHAUNTE CANYON RANCH,SCR,UW,1040,931.1697142300001,Socorro
17-43834,17,Water Canyon Ranch,SCR,UW,170,170.75352176,Socorro
17-21207,17,Three Links,Base,UW,8189,8155.69975255,Socorro
13-41689,13,Hijadero Spring Ranch #2,SCR,UW,80,77.17424298,Socorro
17-23218,17,Dun Hill,Base,UW,1012,1018.25041567,Socorro
13-28150,13,San Augustin Plain,Base,UW,15996,15995.60179795,Catron
13-27013,13,Bruton Ranch,Base,UW,1240,1115.20351191,Socorro
13-26952,13,Cohn,Base,UW,1993,1983.48555834,Catron
15-21076,15,Walraven Ranch,Base,UW,2270,2212.9335708,Catron
13-44065,13,White House Yates B,SCR,UW,38,39.228190749999996,Catron
13-42047,13,CHEROKEE B MUNCY 2,SCR,UW,160,158.67776895999998,Catron
15-43703,15,GP Ranch,SCR,UW,358,353.28469638,Catron
16E-21185,16E,Double Spring Ranch,Base,UW,3187,2752.02121536,Catron
17-44435,17,Tei Point of Rocks LLC,SCR,UW,160,151.67467114,Socorro
17-44437,17,Tei Hang on Draw LLC,SCR,UW,80,81.2488628,Socorro
17-44439,17,Tei Morine Place LLC,SCR,UW,40,39.73622889999999,Socorro
17-44440,17,Tei Old Tank LLC,SCR,UW,40,39.22888201,Socorro
21A-28175,21A,GREAT SOUTHWEST (#10),SCR,UW,20,90.69644247,Sierra
21B-27776,21B,Half Circle MD,Base,UW,2310,2240.7222016200003,Sierra
21A-42599,21A,The Lookout,SCR,UW,89,90.34600361,Catron
21A-44549,21A,Hermosa,SCR,UW,54,52.72071994,Sierra
15-42631,15,WOOD RANCH,SCR,UW,160,161.09711815,Catron
12-43741,12,Canning Bar 6,Base,UW,1589,1592.4260101999998,Catron
15-43169,15,Ghost Elk Unit 15,Base,UW,1274,1426.64736044,Catron
15-42700,15,FLYING S RANCH,SCR,UW,505,520.0056384,Catron
15-21038,15,R&D Buchanan,Base,UW,1520,1541.02510818,Catron
15-22508,15,Williams Largo Ranch,Base,UW,6018,6056.21630172,Catron
15-43401,15,White Rock Lake,SCR,UW,160,155.84657355,Catron
15-44087,15,Kent and Brenda Schauer,SCR,UW,160,161.81641444,Catron
16E-21195,16E,FD CATTLE CO.,Base,UW,5039,5010.27239491,Catron
15-21016,15,E. Aragon,Base,UW,1783,1730.01990018,Catron
16D-21137,16D,Y Ranch,Base,UW,1480,1225.6743176,Catron
15-29326,15,Our Heaven,SCR,UW,162,161.88922602999997,Catron
15-44545,15,VELVET ANTLER,Base,UW,1280,1261.63692119,Catron
15-21087,15,Condo/Leaver,SCR,UW,190,189.44104638,Catron
15-27502,15,Cross V Ranch Inc.,SCR,UW,56,56.661138259999994,Catron
16D-21135,16D,Glen McCarty,Base,UW,959,782.46108581,Catron
15-44203,15,H Bar C Ranch,SCR,UW,30,28.210507149999998,Catron
16D-22513,16D,CHARLIE MCCARTY,SCR,UW,721,700.27587091,Catron
15-23036,15,REINSHAGEN RANCH,SCR,UW,40,39.00116974,Catron
16D-29511,16D,Henley,SCR,UW,60,69.64257179,Catron
15-43732,15,PH2,SCR,UW,20,19.23577926,Catron
15-43676,15,Baca Springs,SCR,UW,40,39.98930629,Catron
15-44132,15,CH Lone Pine Ranch,Base,UW,640,648.15285878,Catron
15-44215,15,Laney Ranch 1,SCR,UW,60,57.88598462,Catron
15-20925,15,H-V RANCH,Base,UW,4962,4978.06880195,Catron
15-20928,15,FRANK ORONA,Base,UW,780,797.8218336000001,Catron
23-42223,23,Lazy Meadows,SCR,UW,58,57.925493110000005,Catron
16A-21106,16A,Double Springs Ranch,Base,UW,1160,1336.71938465,Catron
16A-40525,16A,T Bar Ranch,SCR,UW,340,341.23046342,Catron
16C-21119,16C,Double Spring Ranch,Base,UW,6282,6148.19367016,Catron
16A-43789,16A,Deadman Spring Ranch Miller,SCR,UW,40,41.04507267,Catron
16A-27184,16A,Glen McCarty,SCR,UW,159,62.59093876,Catron
16A-44631,16A,"Emil Kiehne & sons, Inc",SCR,UW,151,151.06023996000002,Catron
16A-28230,16A,Julio Cordova,SCR,UW,43,42.51533957,Catron
23-28772,23,Faust Cattle Co.,SCR,UW,90,93.06055655,Catron
23-42448,23,RS PLEASANTON,SCR,UW,50,49.86985307,Catron
34-43131,34,Camp of the Tall Pines LLC,Base,UW,236,223.00983630000002,Otero
34-44035,34,Brandon and Jennifer Woods,SCR,UW,13,13.502610129999999,Otero
34-28923,34,Sterling Woltering,SCR,UW,74,74.09168894,Otero
34-26920,34,Watson,Base,UW,583,539.21413839,Otero
34-44584,34,Mayhill Ranch,Base,UW,622,622.0219907,Otero
34-43745,34,Lazy Dollar,Base,UW,740,737.736865,Otero
34-27868,34,SILVERBELL,Base,UW,430,457.92556454,Otero
34-43174,34,Dylans Ranch 2,SCR,UW,40,27.1489744,Otero
34-27218,34,D&R Outfitting,Base,UW,888,888.039472,Otero
34-43071,34,5 STAR RANCH LLC,Base,UW,412,409.23551614,Otero
2-28335,2,MORENO RANCH,SCR,UW,480,432.53535967,Rio Arriba
5B-20464,5B,ALFONSO CHACON,SCR,UW,160,146.76821472,Rio Arriba
6A-20551,6A,Selustriano Gonzales,SCR,UW,40,38.505151839999996,Rio Arriba
6A-22479,6A,Cosme Chacon,SCR,UW,30,30.284705250000002,Rio Arriba
6A-44531,6A,Chacon Sons,SCR,UW,82,68.28919113,Rio Arriba
6A-20523,6A,SOMBRIO,Base,UW,550,540.69579377,Sandoval
6A-20606,6A,Jacobo De Herrera,SCR,UW,249,252.32022158,Sandoval
6A-20583,6A,Ernest Montoya,Base,UW,1007,993.87173863,Sandoval
6A-26494,6A,Richard Velarde,SCR,UW,35,34.88067945,Sandoval
6A-42709,6A,HERNANDEZ SONS & DAUGHTERS,SCR,UW,236,234.18598257,Sandoval
6A-42670,6A,SONS RANCH LLC,SCR,UW,104,104.48100593999999,Sandoval
6A-44227,6A,Myers Ranch,SCR,UW,17,16.57235033,Sandoval
6A-20591,6A,TORIBIO MARTINEZ RANCH,SCR,UW,118,88.96785382,Sandoval
6A-20747,6A,ALBERTO HERRERA RANCH,SCR,UW,154,188.54725921,Sandoval
10-20863,10,CODDINGTON'S TWIN SPRING RANCH,Base,UW,640,635.6239920400001,Cibola
9-44142,9,Mirabel,SCR,UW,40,39.439616029999996,Cibola
10-26504,10,COLEMAN TRUST,SCR,UW,155,155.28605936,McKinley
10-40786,10,Roland Ranches,SCR,UW,80,75.61259547,McKinley
10-20861,10,Charles Harding Ranch,Base,UW,680,667.81448559,Cibola
12-41314,12,Amanda R Montoya,SCR,UW,125,125.79921848,Cibola
13-42231,13,Forever Ranch,SCR,UW,40,38.369633889999996,Catron
13-27051,13,Lazy Heart Ranch 2,SCR,UW,160,159.74445747000001,Catron
12-42054,12,WD JACKSON,SCR,UW,240,239.18503363,Cibola
10-44565,10,CHICKEN,SCR,UW,160,159.65547714,Cibola
13-44621,13,Cash #3,SCR,UW,40,39.47339382,Catron
13-44624,13,Tater #2,SCR,UW,40,39.04080989,Catron
10-20857,10,CECILIO MIRABAL RANCH,Base,UW,2146,2146.2261488199997,Cibola
12-43870,12,Roschyk Ranch - East,SCR,UW,320,318.13241828,Catron
12-44607,12,Eagle Claw,SCR,UW,222,224.05401742,Catron
12-42083,12,DAVIS RANCH,Base,UW,1436,1428.81403727,Cibola
10-20866,10,Willcoxson Ranch,SCR,UW,70,70.09919785000001,Cibola
10-27988,10,MIRABAL'S INSCRIPTION ROCK RANCH,Base,UW,4160,4270.330735820001,Cibola
10-42442,10,Van Belle,SCR,UW,31,29.69725802,Cibola
12-40075,12,White's Ranch,Base,UW,2086,2157.7387130899997,Cibola
12-42122,12,MALDONADO,SCR,UW,100,99.11225507,Cibola
12-44500,12,Robison FL Ranch,SCR,UW,291,291.81319807,Cibola
15-20935,15,Arcenia P Chavez Ranch,SCR,UW,360,361.65797513,Catron
12-26876,12,Red Cone,Base,UW,7260,7253.47755504,Catron
12-29388,12,DORER RANCH,SCR,UW,76,73.5299629,Catron
15-20970,15,R. Chavez,Base,UW,4427,4437.41547679,Catron
12-42803,12,Farrington Co-op,Base,UW,4640,4636.46544969,Catron
12-20906,12,McKinley,Base,UW,11220,11542.58903443,Catron
45-27680,45,Tortuga,SCR,UW,20,20.02522167,Taos
52-41439,52,Los Pinos Uno,SCR,UW,17,16.788597499999998,Rio Arriba
6A-41871,6A,Sisneros Ranch/El Rito,SCR,UW,10,9.999987280000001,Sandoval
6C-40391,6C,Neamh,SCR,UW,21,20.974661089999998,Rio Arriba
6A-43686,6A,MH1,SCR,UW,36,18.43030593,Sandoval
6C-43687,6C,Espinosa Ranch,SCR,UW,25,23.113521459999998,Rio Arriba
12-43851,12,Silver Sky,SCR,UW,480,481.64196881000004,Catron
12-29392,12,KD Ranch,SCR,UW,34,34.645271560000005,Catron
6A-44112,6A,MD7 - Olivas,SCR,UW,48,46.13937314,Sandoval
51-44175,51,Gib and Girls,SCR,UW,10,10.30554951,Rio Arriba
15-44222,15,Boone Ranch,SCR,UW,90,93.42301038000001,Catron
36-44234,36,HB Ranch,SCR,UW,75,72.84237660999999,Lincoln
16A-26969,16A,Macho Grande,SCR,UW,20,19.44565008,Catron
15-42796,15,CONNIE'S,SCR,UW,40,40.97122816,Catron
34-28088,34,HOTH,SCR,UW,8,8.424350800000001,Otero
13-43096,13,SKY CREST,SCR,UW,40,38.179774529999996,Catron
53-21779,53,Norman Gwinn,Base,UW,3840,3853.87441609,Taos
52-40527,52,Romero,SCR,UW,121,174.70146108,Rio Arriba
49-40829,49,Meyer,SCR,UW,37,36.59865807,Taos
49-43144,49,El Ranchito Escondido,SCR,UW,10,10.1425913,Taos
51-43681,51,Pinyon Plateau,Base,UW,630,633.77234828,Taos
51-43479,51,Eliseo R Martinez,SCR,UW,55,50.198154419999995,Rio Arriba
51-44187,51,Robert Gonzales,SCR,UW,12,13.13908696,Rio Arriba
51-22442,51,Victor Salazar,SCR,UW,141,141.83232786,Rio Arriba
6C-26480,6C,Cargill Ranch,SCR,UW,100,86.19693554,Rio Arriba
5B-20515,5B,MARTINEZ RANCH COYOTE,SCR,UW,164,160.03358629000002,Rio Arriba
5B-29898,5B,BENITO JACQUEZ RANCH,SCR,UW,53,52.07492155,Rio Arriba
5B-40425,5B,Leonard and Francine Jacquez,SCR,UW,78,76.66560352,Rio Arriba
6A-20585,6A,CIRCLE K,SCR,UW,140,142.60263555999998,Sandoval
6A-26485,6A,Elaine Shoman,SCR,UW,54,53.9636234,Sandoval
6A-41299,6A,E Morales,SCR,UW,20,20.31008022,Sandoval
6A-41300,6A,A Morales,SCR,UW,31,30.499110599999998,Sandoval
36-42178,36,"WG PROPERTIES, LLC",SCR,UW,62,57.16865566,Lincoln
36-21329,36,C BAR X,Base,UW,1580,1640.83221167,Lincoln
36-29770,36,Magado Creek,Base,UW,448,437.93207905,Lincoln
36-40557,36,The Perry Ranch Inc.,SCR,UW,128,130.99968010999999,Lincoln
17-26753,17,Bar A,Base,UW,1753,1905.2420170599999,Socorro
17-27311,17,74 RANCH,Base,UW,6521,8168.1444777,Sierra
17-40862,17,Monticello Community Ditch,SCR,UW,142,152.11467098,Socorro
21B-42843,21B,Monticello Community Ditch,SCR,UW,115,114.84550002,Socorro
13-28773,13,Springdale Ranch,SCR,UW,140,140.65550796,Catron
21B-26754,21B,Bar A,SCR,UW,253,254.05765433000002,Socorro
15-20953,15,LENA MILLIGAN,SCR,UW,60,77.45072984,Catron
34-27747,34,Parker Trout Farm,SCR,UW,78,98.65429844,Otero
34-26553,34,420,Base,UW,567,566.27120213,Otero
34-42240,34,LKKR Lake Ranch,SCR,UW,10,7.75659355,Otero
17-28263,17,Rodasyl,SCR,UW,20,9.89170899,Socorro
17-26604,17,BETTY PAUL,Base,UW,3200,3210.66446243,Socorro
17-21224,17,LIL TURKEY SLASH,Base,UW,3230,3059.68273121,Socorro
13-42034,13,BEAR SPRINGS RANCH,Base,UW,2624,2573.51390181,Socorro
13-44040,13,The Woo Ranch,SCR,UW,40,37.57458356,Catron
13-44042,13,TK,SCR,UW,40,39.2295948,Catron
13-43102,13,Hoggarth,SCR,UW,40,38.41275055,Catron
13-43572,13,3-S,SCR,UW,100,100.27026402,Cibola
13-26964,13,Third Mesa Ranch,Base,UW,6880,6889.45651801,Catron
15-43750,15,Scott,Base,UW,1540,1567.45486012,Catron
10-44067,10,Strickland Ranch,Base,UW,958,949.65053843,Cibola
12-43078,12,Redemption Ranch 1,SCR,UW,160,160.55307684,Catron
12-40789,12,Vega Ranch,SCR,UW,320,324.86277786,Cibola
12-43692,12,JLB Ranch,SCR,UW,486,488.726431,Cibola
13-26962,13,Quien Sabe Ranch,Base,UW,5809,5492.4456190500005,Catron
15-21034,15,Ponderosa,Base,UW,640,634.2360121099999,Catron
15-21055,15,Paul Thomas,SCR,UW,420,410.30120643,Catron
15-21061,15,Carl Carter,Base,UW,1320,1313.28251233,Catron
13-23223,13,Fred Saulsberry LTD.,Base,UW,2413,2189.61226591,Catron
12-42116,12,WASTCHAK COOP,SCR,UW,147,147.54410033,Catron
12-43075,12,Redemption Ranch 4,SCR,UW,160,160.71197597000003,Catron
5B-44400,5B,HH,SCR,UW,119,111.70484841000001,Rio Arriba
15-44422,15,Elk Camp,Base,UW,741,735.44018396,Catron
17-44438,17,Tei Hunters Hideout LLC,SCR,UW,10,9.91229743,Socorro
17-44441,17,Tei Hang on Draw LLC 40,SCR,UW,40,39.77304171,Socorro
17-44442,17,Tei West Bolander LLC,SCR,UW,40,39.94264605,Socorro
51-44493,51,A&M,SCR,UW,31,29.84708862,Rio Arriba
51-44512,51,GALLEGOS,SCR,UW,8,9.27917239,Rio Arriba
12-44572,12,FOWLER,SCR,UW,165,163.3836932,Cibola
13-28264,13,Abbe Springs Ranch,SCR,UW,150,149.89941438000002,Socorro
36-44620,36,Cold Canyon Ranch,SCR,UW,140,138.63579794,Lincoln
13-44072,13,White House Yates D,SCR,UW,38,40.60479391,Catron
53-21775,53,YOUNG LAND AND CATTLE,Base,UW,4710,4699.59135742,Taos
48-27041,48,Maria Sanchez,Base,UW,309,308.51144697999996,Colfax
51-44633,51,Pena 22ac,SCR,UW,22,22.84245018,Rio Arriba
52-21737,52,Richard Coca,SCR,UW,53,159.73220783,Rio Arriba
51-43065,51,Mendonca Ranch,SCR,UW,20,23.24636023,Rio Arriba
45-42369,45,Rael,SCR,UW,11,11.830837,Rio Arriba
45-43873,45,Bella Vista Ranch,SCR,UW,13,8.50267246,Taos
45-21375,45,RANCHO DE SANTA BARBARA,Base,UW,741,657.41998317,Taos
45-21361,45,GILBERT ROYBAL,SCR,UW,45,44.69176316,San Miguel
45-26441,45,Estevan Roybal,SCR,UW,91,90.92916340000001,San Miguel
51-22890,51,JRP Partnership,SCR,UW,93,93.2330732,Rio Arriba
51-43843,51,North 40 Acres,SCR,UW,40,39.964156620000004,Rio Arriba
51-21659,51,MOISES MORALES,SCR,UW,176,168.46404934,Rio Arriba
51-28120,51,SERRANO,SCR,UW,226,196.04007239999999,Rio Arriba
6C-20699,6C,MADRID RANCH,Base,UW,789,745.62294271,Rio Arriba
6C-22916,6C,JUAN BAUTISTA VALDEZ LAND GRANT INC.,Base,UW,1029,909.77401869,Rio Arriba
51-44145,51,Canadita,SCR,UW,74,74.18148339,Rio Arriba
6C-27126,6C,LOVATO'S RANCH,SCR,UW,31,31.92789743,Rio Arriba
6A-20685,6A,Bruno Herrera,Base,UW,462,425.08136699,Sandoval
6A-44167,6A,Rito Leche,SCR,UW,40,40.41483265,Sandoval
6C-22458,6C,John M Padilla,SCR,UW,17,16.78425694,Rio Arriba
36-29302,36,HAT 6,SCR,UW,224,203.44836768,Lincoln
36-28869,36,Beier,SCR,UW,83,82.94631242999999,Lincoln
36-44097,36,Indian Creek Canyon,SCR,UW,140,143.23127214,Lincoln
17-42304,17,WALLACE RANCH,Base,UW,1350,1352.18461698,Socorro
